iter,recovery_rate,latency_rate,susceptibility_0,susceptibility_5,susceptibility_25,susceptibility_50,susceptibility_65,relative_vaccineEfficacyVsInfection_0,relative_vaccineEfficacyVsInfection_0.5,relative_vaccineEfficacyVsInfection_16,relative_vaccineEfficacyVsInfection_65,vaccineEfficacyVsDeath_0,vaccineEfficacyVsDeath_20,vaccineEfficacyVsDeath_65,vaccineEfficacyVsHospitalization_0,vaccineEfficacyVsHospitalization_5,vaccineEfficacyVsHospitalization_16,vaccineEfficacyVsHospitalization_65,caseMortality_0,caseMortality_5,caseMortality_18,caseMortality_50,caseMortality_65,caseHospitalization_0,caseHospitalization_5,caseHospitalization_18,caseHospitalization_50,caseHospitalization_65,R0
550,0.309847088,0.489078204,0.905380831,0.806853722,0.708679093,0.951024917,0.64995237,0,0.779226792,0.70594716,0.475434967,0.568929754,0.646595993,0.690436473,0.545121706,0.518988023,0.311210181,0.52178758,9.42E-05,4.24E-05,0.001176637,0.001376988,0.019658947,0.015877392,0.001011522,0.014556135,0.023337341,0.019658947,1.265
551,0.303486794,0.441995129,0.930059619,0.949073013,0.97287382,0.852577844,0.625815429,0,0.859606809,0.573162029,0.507139052,0.68975437,0.674061332,0.491518918,0.600551519,0.576908821,0.309403555,0.50784933,0.000184516,3.01E-05,0.000154943,0.001534692,0.022754148,0.010386402,0.004036646,0.00805417,0.025032292,0.022754148,1.265
552,0.33863713,0.457593738,0.909754679,0.839206677,0.980214255,0.521321583,0.977326941,0,0.812221195,0.696671188,0.470936472,0.711108823,0.582237175,0.417124117,0.566909359,0.498081517,0.453878092,0.564137841,0.000190578,3.62E-05,0.000836851,0.00127147,0.034145689,0.021943029,0.001599955,0.017691855,0.007198708,0.034145689,1.265
553,0.757145049,0.463401863,0.939275644,0.848589967,0.741081358,0.762641478,0.720993498,0,0.773434726,0.66269126,0.491305857,0.439466304,0.523627238,0.623691701,0.619691797,0.392275102,0.549168628,0.547608294,0.00018956,5.23E-05,0.000650178,0.000759453,0.029778962,0.01927507,0.000961994,0.006873015,0.018357941,0.029778962,1.265
554,0.318773841,0.705007996,0.952648537,0.88896588,0.819382867,0.651299196,0.727300795,0,0.924198806,0.626602836,0.422208534,0.556157625,0.579197156,0.3636934,0.611155014,0.404647317,0.523605667,0.509691768,0.000133917,1.28E-05,0.001072037,0.000723337,0.029753119,0.01550547,0.001401077,0.008626024,0.025101637,0.029753119,1.265
555,0.259331352,0.456528468,0.944399849,0.84764564,0.81519177,0.634453888,0.447470526,0,0.525282181,0.767353786,0.558026282,0.446450027,0.522797361,0.430459046,0.568517593,0.491880359,0.451001168,0.469108575,5.40E-05,6.64E-05,0.000404666,0.000987462,0.012588066,0.013927415,0.003759092,0.008598991,0.015096258,0.012588066,1.265
556,0.422231838,0.519080624,0.978889924,0.893657716,0.982931246,0.573356252,0.577083185,0,0.609496091,0.734824884,0.435287242,0.729508004,0.687969344,0.608048843,0.521379123,0.55257765,0.363961251,0.507462925,0.000176895,2.50E-05,0.00089884,0.001043456,0.018624185,0.015665095,0.001094859,0.019371468,0.024020685,0.018624185,1.265
557,0.28383726,0.487371939,0.940663999,0.860754928,0.624679459,0.552644396,0.806524332,0,0.559622942,0.852534204,0.501789335,0.723080486,0.619115505,0.529964793,0.545922604,0.541118428,0.366889858,0.500073327,3.20E-05,2.09E-05,0.000490985,0.001331007,0.036942443,0.017141868,0.00573699,0.01662196,0.006403173,0.036942443,1.265
558,0.420772352,0.683385758,0.961867202,0.889702579,0.87145487,0.556218095,0.832711542,0,0.935371901,0.843057666,0.504090143,0.422332861,0.431993477,0.368762401,0.549595362,0.481758461,0.459767473,0.434188064,9.78E-05,3.69E-05,0.000404639,0.001179744,0.018210033,0.022594304,0.002494925,0.004018391,0.008625519,0.018210033,1.265
559,0.345007654,0.603934826,0.906227915,0.813613534,0.970827402,0.613925424,0.721107367,0,0.80543376,0.861744892,0.515916897,0.534937941,0.616230674,0.644564893,0.461417039,0.473407507,0.340619739,0.491362446,9.74E-05,2.60E-05,0.001380383,0.00105132,0.025476359,0.018387073,0.001980393,0.004422947,0.020674811,0.025476359,1.265
560,0.377801708,0.462381273,0.993710383,0.832546913,0.734723624,0.648215389,0.907410319,0,0.806516693,0.71892179,0.436709553,0.623942785,0.636376669,0.39913711,0.658239543,0.52607885,0.290897175,0.546318226,0.000132188,4.71E-05,0.000880759,0.001006907,0.024894943,0.01890949,0.004537022,0.007440955,0.008879575,0.024894943,1.265
561,0.449294344,0.582065834,0.900215129,0.963514566,0.843618521,0.761587112,0.471546116,0,0.677640027,0.604958786,0.453382038,0.414760912,0.55776676,0.378779284,0.656215788,0.550565733,0.497978264,0.569813093,3.36E-05,4.22E-05,0.000218284,0.00097987,0.018170454,0.01974704,0.000930896,0.007430497,0.015598109,0.018170454,1.265
562,0.598001762,0.490723387,0.926016719,0.702445297,0.98284539,0.616474464,0.644579558,0,0.567438985,0.610324364,0.499912849,0.687735598,0.538858616,0.302750712,0.564521808,0.408297958,0.367688288,0.430907465,6.89E-05,4.94E-05,0.001443149,0.001218106,0.034520895,0.011174388,0.003656562,0.006074724,0.021443368,0.034520895,1.265
563,0.275250951,0.526860283,0.903460437,0.966525066,0.721487224,0.778703258,0.584726739,0,0.575917425,0.804875906,0.469752847,0.469492325,0.645233603,0.602752571,0.594624914,0.553900548,0.538510897,0.559011074,0.000176753,4.56E-05,0.000202073,0.000754414,0.007995884,0.01076938,0.002797839,0.023279255,0.009437538,0.007995884,1.265
564,0.431699058,0.532298934,0.949973997,0.731956122,0.82068787,0.562978901,0.721832049,0,0.62638846,0.619179148,0.514979837,0.710932638,0.470115812,0.382717707,0.571027626,0.433929664,0.450870203,0.432203489,0.000112089,7.34E-05,0.000102498,0.001394322,0.016638215,0.018649699,0.002447254,0.004955142,0.026342498,0.016638215,1.265
565,0.35548381,0.664593591,0.955967182,0.794448813,0.980552834,0.637393168,0.858347399,0,0.872269912,0.688692155,0.419604547,0.565210475,0.63285696,0.41843356,0.657921649,0.404690106,0.496869761,0.415613815,0.000119095,4.08E-05,0.000101017,0.000286041,0.008394494,0.012876286,0.002981865,0.010138795,0.015935816,0.008394494,1.265
566,0.424488853,0.495364158,0.926625946,0.720068477,0.77770561,0.705345329,0.511525106,0,0.704252598,0.703016144,0.408585766,0.468209316,0.571656181,0.5848455,0.481161427,0.520018195,0.48939625,0.510524852,0.00015939,1.96E-05,0.000340809,0.001113727,0.017484674,0.011644385,0.001870482,0.007254044,0.0219794,0.017484674,1.265
567,0.524474279,0.53553388,0.934521679,0.951808473,0.816989018,0.939221115,0.778121127,0,0.551242932,0.61095721,0.478033396,0.626346387,0.506611808,0.620558828,0.477462684,0.578468252,0.440270603,0.434303347,0.000152494,9.94E-05,0.000890586,0.001444937,0.024910661,0.01759137,0.001461264,0.012965083,0.023528173,0.024910661,1.265
568,0.309198111,0.442283988,0.921520392,0.763896599,0.84653747,0.963081249,0.368367708,0,0.737845593,0.608524588,0.553836824,0.653871807,0.433224262,0.493304225,0.583850129,0.547797536,0.425721275,0.589010078,0.00019374,2.79E-05,0.000814466,0.000596776,0.028534544,0.009196858,0.001628248,0.019143525,0.01203427,0.028534544,1.265
569,0.495786017,0.504030836,0.953694341,0.967451706,0.753304162,0.752803479,0.754992591,0,0.582107898,0.725216635,0.550556082,0.400665118,0.419292482,0.551237679,0.5256302,0.453896012,0.383794353,0.541855123,7.13E-05,3.10E-05,0.000312029,0.001403139,0.026509913,0.007970925,0.000752145,0.006311242,0.021146867,0.026509913,1.265
570,0.22204275,0.475122568,0.984213182,0.700648658,0.71548818,0.748868329,0.779869313,0,0.657159812,0.63884933,0.414733883,0.461247207,0.671782915,0.479139747,0.557552115,0.458475731,0.432415306,0.533516976,0.000142547,1.35E-05,0.00123983,0.001026628,0.02995943,0.019023547,0.00377543,0.014191677,0.016118549,0.02995943,1.265
571,0.279758469,0.569389291,0.979672594,0.784855177,0.971120658,0.53790693,0.797541038,0,0.766736949,0.687960631,0.500901218,0.61857094,0.595051619,0.595034491,0.609339962,0.57395611,0.443353028,0.494084043,7.68E-05,7.33E-05,0.000945417,0.001165581,0.027982561,0.014959769,0.004135194,0.010641551,0.022061995,0.027982561,1.265
572,0.616746376,0.419915197,0.925447086,0.907214256,0.824208818,0.647903318,0.602319578,0,0.925646614,0.688646987,0.515018965,0.568620642,0.524728741,0.607695029,0.590450313,0.549533137,0.427714659,0.490681435,4.11E-05,2.92E-05,0.000703203,0.001043215,0.023905644,0.005667875,0.004575646,0.015195275,0.013549748,0.023905644,1.265
573,0.339254158,0.597927091,0.912115835,0.970495268,0.91379796,0.969936217,0.551282343,0,0.776248439,0.576906475,0.477252863,0.493287679,0.663102356,0.665052291,0.458509248,0.435051702,0.470173205,0.495427922,0.000222536,6.13E-05,0.000627427,0.001406852,0.022076044,0.011261711,0.002128353,0.010946698,0.019511257,0.022076044,1.265
574,0.24348786,0.564155961,0.965601888,0.941296984,0.895245094,0.788229833,0.545513732,0,0.708646476,0.773295785,0.435546259,0.599915347,0.570918473,0.364340054,0.50687962,0.455150378,0.482407293,0.544853814,9.57E-05,1.98E-05,0.000158825,0.000387102,0.017832421,0.013700339,0.002771911,0.0084195,0.02315237,0.017832421,1.265
575,0.619253181,0.504398747,0.98805384,0.955335772,0.858765188,0.755806783,0.95761147,0,0.704040499,0.714543574,0.496913342,0.434854932,0.56420054,0.486735161,0.610753707,0.632170653,0.410828942,0.43426018,8.62E-05,1.78E-05,0.001116953,0.000922049,0.017067388,0.01746259,0.000878934,0.006632974,0.019740088,0.017067388,1.265
576,0.410318449,0.514343431,0.956185411,0.908101933,0.891682677,0.984659703,0.387362475,0,0.685098287,0.853126939,0.496244722,0.746646791,0.443196985,0.453179071,0.553024269,0.416527245,0.38313981,0.552644688,6.68E-05,6.25E-05,0.001084109,0.000511192,0.013539225,0.015047327,0.001345657,0.008328012,0.016727269,0.013539225,1.265
577,0.433330964,0.542913932,0.915491131,0.840714704,0.648311069,0.792810663,0.599721284,0,0.700282988,0.789672777,0.54880502,0.706281805,0.472236168,0.37203042,0.547678084,0.509097311,0.38633824,0.486155515,7.65E-05,2.04E-05,0.00096907,0.001401036,0.014113829,0.012026479,0.003411629,0.008119385,0.019281626,0.014113829,1.265
578,0.455785111,0.473161434,0.930623529,0.901360164,0.812171517,0.777536763,0.982648627,0,0.797887093,0.808577146,0.472584118,0.551839382,0.610312875,0.655089799,0.49414954,0.427343133,0.445521649,0.478470694,1.00E-04,2.49E-05,0.000341286,0.001108153,0.006028789,0.017858353,0.002752434,0.017099993,0.013223855,0.006028789,1.265
579,0.363833556,0.473402536,0.931589456,0.794995976,0.735116175,0.560666132,0.917303073,0,0.937456015,0.715952305,0.451036337,0.591236272,0.676241485,0.492818211,0.594786829,0.527976582,0.381746693,0.459437976,8.21E-05,3.15E-05,0.000784909,0.00046107,0.027049601,0.015369394,0.002985243,0.012575862,0.022255053,0.027049601,1.265
580,0.323322268,0.498945924,0.933104646,0.827328529,0.944741085,0.517815989,0.451310001,0,0.741560017,0.722777772,0.532610517,0.539614921,0.618969965,0.650583621,0.564929659,0.571637573,0.391297637,0.516821009,5.43E-05,8.28E-05,0.000941535,0.000533488,0.01591536,0.02133313,0.000785464,0.016222965,0.01707202,0.01591536,1.265
581,0.653454618,0.649758047,0.952663315,0.706037229,0.985349868,0.848865961,0.428628413,0,0.680809998,0.668097685,0.492316616,0.409272887,0.40402011,0.591071831,0.576627355,0.565209866,0.426384805,0.467849549,0.00017563,2.44E-05,0.000167538,0.000515204,0.003975999,0.005659539,0.000831449,0.017860654,0.012449229,0.003975999,1.265
582,0.394629809,0.529908896,0.980964573,0.755481189,0.974210488,0.724228478,0.603342443,0,0.517576894,0.662597861,0.505305007,0.603802391,0.685791024,0.690615609,0.592787117,0.493366428,0.502073331,0.461888708,7.21E-05,8.56E-05,0.000993619,0.000679323,0.022103708,0.012712459,0.005099804,0.003300125,0.021164523,0.022103708,1.265
583,0.371448178,0.474433491,0.959093442,0.715801108,0.858018228,0.595697079,0.801925358,0,0.559551912,0.611699989,0.48160469,0.721551756,0.638076958,0.399974136,0.636171811,0.488217583,0.397122733,0.416000332,4.59E-05,3.58E-05,0.000129584,0.001282201,0.029596672,0.017484711,0.005553855,0.004063766,0.014591095,0.029596672,1.265
584,0.496127453,0.488555774,0.917626983,0.911456523,0.934162437,0.728612627,0.914115679,0,0.587959036,0.695866615,0.53347043,0.693995076,0.501330503,0.398426319,0.592994063,0.4506583,0.471842709,0.524948675,0.00014517,5.69E-05,0.000812305,0.001332515,0.018493264,0.014992559,0.003643681,0.01599039,0.019364256,0.018493264,1.265
585,0.27763247,0.497289116,0.951377202,0.823082021,0.985176194,0.840522426,0.325579539,0,0.499698606,0.768603081,0.5110748,0.538036686,0.447418599,0.601563375,0.5890285,0.589647212,0.323800462,0.496375205,0.000101971,2.54E-05,0.000838228,0.001496916,0.011777287,0.017789026,0.002840328,0.013305826,0.020100931,0.011777287,1.265
586,0.30759558,0.509456762,0.982305995,0.932993556,0.902667145,0.981878138,0.595881912,0,0.831897149,0.744315655,0.527625962,0.640639267,0.403732718,0.532597926,0.522567619,0.522120246,0.39415414,0.503091546,6.10E-05,2.09E-05,0.000454546,0.000254216,0.014948355,0.014288712,0.001603883,0.003598531,0.008410068,0.014948355,1.265
587,0.450319644,0.486622378,0.937930254,0.890174216,0.821130926,0.849589074,0.539155724,0,0.736853458,0.628470308,0.438601436,0.461263417,0.655984925,0.356101161,0.643519351,0.621079472,0.44870711,0.517931675,3.48E-05,2.63E-05,0.000556758,0.001332365,0.015408513,0.01199757,0.005609204,0.004925394,0.022966713,0.015408513,1.265
588,0.266649817,0.69478496,0.983906877,0.978179784,0.852248873,0.841718334,0.310246938,0,0.850622291,0.555829657,0.554218853,0.683283952,0.554154349,0.33541964,0.654826196,0.404029905,0.464583474,0.487426098,0.00019571,5.07E-05,0.000206945,0.001235698,0.012231241,0.008332612,0.002644615,0.021664317,0.011268673,0.012231241,1.265
589,0.296957089,0.426962398,0.952726217,0.882129415,0.960524773,0.57372605,0.668263742,0,0.548203317,0.548692248,0.509233499,0.541391711,0.459799604,0.324029218,0.508967636,0.5811787,0.526978311,0.441387548,0.000127634,8.52E-05,0.000289492,0.001335236,0.02718387,0.01457446,0.003492572,0.00549324,0.016302669,0.02718387,1.265
590,0.499669594,0.50993444,0.968660417,0.832240665,0.691788716,0.684932478,0.380699601,0,0.851243976,0.630149165,0.537210585,0.662579357,0.604381022,0.667685847,0.656316928,0.447481875,0.442931795,0.442453686,0.000119162,1.89E-05,0.000868354,0.000633023,0.024139055,0.015280239,0.0014922,0.005981402,0.025814726,0.024139055,1.265
591,0.963357889,0.587127384,0.932017883,0.7836348,0.699346786,0.971377782,0.952021893,0,0.80790761,0.704518367,0.491143676,0.517802905,0.621659823,0.356865261,0.558005352,0.528076035,0.495346559,0.432825894,8.27E-05,4.37E-05,0.000593094,0.000592313,0.026748547,0.012852961,0.003774067,0.018171092,0.022815126,0.026748547,1.265
592,0.265677068,0.533788925,0.993970594,0.827083531,0.832315392,0.789725819,0.669530194,0,0.659795815,0.737108691,0.52884962,0.742123329,0.431879754,0.473603699,0.561684442,0.408272227,0.456282785,0.379312975,7.20E-05,7.99E-05,0.000581087,0.000429485,0.00451252,0.017822241,0.001793621,0.012358006,0.017774238,0.00451252,1.265
593,0.284534417,0.568500859,0.910116831,0.97101591,0.913893999,0.948511828,0.406110164,0,0.671485663,0.680385372,0.51517635,0.436087946,0.492062748,0.460422514,0.536418599,0.41812102,0.416249393,0.479723414,4.94E-05,1.67E-05,0.000979404,0.001430547,0.026903973,0.013774877,0.001305693,0.004055302,0.016238642,0.026903973,1.265
594,0.398580763,0.724554177,0.971523349,0.950164441,0.727100616,0.508679043,0.99056635,0,0.756198396,0.560076713,0.537034602,0.457249151,0.423926864,0.407048308,0.64737167,0.567693269,0.482208561,0.435241085,0.000189275,2.69E-05,0.000241252,0.001266517,0.02943097,0.003785672,0.003405802,0.007414242,0.021591765,0.02943097,1.265
595,0.453089345,0.648034034,0.969765031,0.710448636,0.691734999,0.62435814,0.380219412,0,0.928851473,0.795967435,0.509511046,0.459674226,0.690850064,0.668740981,0.600148816,0.512953415,0.427405267,0.468782817,5.46E-05,4.51E-05,0.000369809,0.001042883,0.008438142,0.011247239,0.002374895,0.006226971,0.011338015,0.008438142,1.265
596,0.623726565,0.509430582,0.97792887,0.910005996,0.617116235,0.780025733,0.848064986,0,0.559926399,0.643713519,0.464577681,0.485114169,0.40352123,0.305306068,0.561320796,0.417482657,0.465152591,0.532670642,8.66E-05,4.06E-05,0.000870712,0.001391102,0.014661115,0.021767197,0.001328977,0.004677122,0.024522055,0.014661115,1.265
597,0.37833291,0.516768578,0.920874892,0.867110796,0.984599734,0.744244781,0.388817712,0,0.706494363,0.732660089,0.543328483,0.532735195,0.589871393,0.683261547,0.493893621,0.514200774,0.456628087,0.463872315,5.16E-05,7.19E-05,0.000704952,0.001081209,0.008439565,0.014741728,0.003859079,0.010462685,0.023837719,0.008439565,1.265
598,0.382699518,0.706155491,0.944472664,0.864711129,0.898711643,0.737919693,0.707716726,0,0.799146094,0.620201488,0.539831791,0.726510237,0.505566146,0.304692879,0.6261772,0.407636369,0.486535074,0.438652555,0.00012621,4.22E-05,0.000654948,0.000640915,0.024074511,0.004900175,0.003830999,0.014600442,0.005171383,0.024074511,1.265
599,0.247456885,0.532713125,0.942917837,0.80362252,0.828099112,0.979368443,0.503340834,0,0.644272637,0.778333696,0.426774902,0.629702441,0.4358726,0.635226007,0.54777694,0.555369312,0.44310479,0.416466738,5.58E-05,5.89E-05,0.000194581,0.001116619,0.018022577,0.014289926,0.000905067,0.004345457,0.021432707,0.018022577,1.265
600,0.288273483,0.51729676,0.918500084,0.728397826,0.864833106,0.582749343,0.328683025,0,0.673236575,0.617679392,0.468801329,0.608646753,0.402117993,0.353577169,0.676794805,0.480408957,0.444409364,0.490880373,0.00010075,2.00E-05,0.000320854,0.001245828,0.033659484,0.014959901,0.000978301,0.012285674,0.017739916,0.033659484,1.265
601,0.59199259,0.548036801,0.936539641,0.930055423,0.722113869,0.758704656,0.935920257,0,0.639001975,0.682551532,0.542218198,0.411044795,0.664529809,0.600520512,0.587369056,0.529448633,0.399732468,0.418089245,0.000129191,1.98E-05,0.000231751,0.000986591,0.014157357,0.016627253,0.001115862,0.015433301,0.01394832,0.014157357,1.265
602,0.983643326,0.483399527,0.993926197,0.874661524,0.623301085,0.756139083,0.68566725,0,0.449562816,0.570716567,0.455430328,0.700187614,0.541010853,0.689166733,0.605331899,0.52575096,0.463121717,0.494846961,0.000113557,9.62E-05,0.000915231,0.00049389,0.023796076,0.004685413,0.001414677,0.022137268,0.026211542,0.023796076,1.265
603,0.285818424,0.53369724,0.909273115,0.793159397,0.880456333,0.797228753,0.903449805,0,0.724053932,0.64252799,0.501713201,0.538738283,0.6200208,0.454406214,0.633822988,0.492052953,0.327985554,0.480761891,5.70E-05,3.79E-05,0.000833262,0.000865885,0.027060555,0.009354744,0.001486805,0.025721825,0.016898714,0.027060555,1.265
604,0.452186551,0.414961796,0.916546329,0.729392538,0.610347297,0.638711128,0.948960483,0,0.729241671,0.814590466,0.442440162,0.495962706,0.518893649,0.591508925,0.639326801,0.528550496,0.344165752,0.512786092,0.000151279,7.14E-05,0.000366253,0.000954795,0.016790057,0.012886663,0.002681626,0.022839484,0.019398954,0.016790057,1.265
605,0.515623421,0.456694268,0.930469061,0.702946814,0.688472773,0.630544671,0.652903106,0,0.644042564,0.646310048,0.503773065,0.424171013,0.424551068,0.345871356,0.611709778,0.568787398,0.422017572,0.457465307,9.40E-05,1.20E-05,0.000610245,0.001157689,0.018726671,0.010472707,0.005119337,0.006656733,0.021396155,0.018726671,1.265
606,0.333857327,0.691861794,0.993961815,0.77812034,0.731343932,0.547570886,0.943689009,0,0.821079656,0.78233933,0.530761796,0.509401737,0.524816935,0.552881497,0.516423898,0.514147492,0.416285343,0.46165973,0.000223006,3.87E-05,0.001079828,0.000703467,0.025989284,0.015772246,0.001158934,0.00549494,0.026539514,0.025989284,1.265
607,0.301145044,0.686023057,0.955610673,0.905961297,0.605288408,0.888054226,0.321046889,0,0.665238004,0.673672959,0.476576914,0.740273879,0.527899485,0.605152374,0.695012284,0.534059087,0.37681647,0.550394508,5.39E-05,2.67E-05,0.000163059,0.000367894,0.007228427,0.017114158,0.00127898,0.016448234,0.006573186,0.007228427,1.265
608,0.252080026,0.680443366,0.964020161,0.729262994,0.795844328,0.708404807,0.573533359,0,0.728827975,0.61163471,0.476922558,0.561988334,0.475292573,0.649976279,0.586961414,0.367643243,0.396381256,0.483365151,0.000165178,5.63E-05,0.000774831,0.000706459,0.014434893,0.012779892,0.002230273,0.006257707,0.025392378,0.014434893,1.265
609,0.280426957,0.458718682,0.922768353,0.79092203,0.669300784,0.742662288,0.475242365,0,0.609660755,0.629633994,0.497000474,0.467447703,0.666622527,0.477069775,0.565421421,0.425688665,0.343593667,0.465402455,0.000212863,2.68E-05,0.000353164,0.000950569,0.02026742,0.015846149,0.001481936,0.02361222,0.022143694,0.02026742,1.265
610,0.649573319,0.701271034,0.905521003,0.992681817,0.976563308,0.686433624,0.870046469,0,0.628522643,0.66935041,0.415986025,0.415076509,0.542984228,0.358761294,0.630118188,0.448240802,0.48556979,0.538372792,0.00015234,2.97E-05,0.000473169,0.001077895,0.020294449,0.011677328,0.001679612,0.004472324,0.023317166,0.020294449,1.265
611,0.409982347,0.54578292,0.936489214,0.989932323,0.942232801,0.875083494,0.760553876,0,0.61621248,0.850251985,0.503718264,0.439117892,0.457188398,0.378450094,0.470243171,0.552163357,0.405358221,0.554702404,0.000115486,2.27E-05,0.000356483,0.000778764,0.023736704,0.012551789,0.00156134,0.028287994,0.025638698,0.023736704,1.265
612,0.360488797,0.486503841,0.913732766,0.842188612,0.714594607,0.612630774,0.684525639,0,0.915112561,0.776640541,0.516383078,0.578444142,0.622826138,0.496420626,0.666768485,0.520744535,0.489427075,0.562106169,4.76E-05,2.34E-05,0.000431554,0.001502044,0.035944132,0.019990424,0.005280688,0.002799962,0.023257383,0.035944132,1.265
613,0.279272693,0.503934154,0.951640438,0.919484695,0.817574186,0.965975325,0.839609882,0,0.576465801,0.746879491,0.44121081,0.644752068,0.591179895,0.49204539,0.483348389,0.548386579,0.358320889,0.466048579,9.04E-05,2.43E-05,0.000221493,0.001332342,0.018755662,0.013777547,0.001602186,0.011405803,0.013821421,0.018755662,1.265
614,0.270192736,0.532111553,0.911189212,0.995750304,0.697151193,0.70732473,0.976093868,0,0.690984263,0.703907641,0.525290815,0.729777329,0.561705403,0.604894656,0.577876728,0.434144134,0.457659022,0.538961598,0.000144049,1.77E-05,0.001075219,0.001140642,0.027511496,0.012646292,0.004390887,0.007371543,0.021416349,0.027511496,1.265
615,0.384634405,0.597429905,0.915720643,0.98407824,0.832862056,0.690312707,0.958037439,0,0.623655651,0.695384206,0.437487457,0.575058743,0.558726144,0.343197129,0.616020077,0.496351998,0.302024647,0.41408276,6.37E-05,2.96E-05,0.000414275,0.001164343,0.015932326,0.016481178,0.002366148,0.00575707,0.023335156,0.015932326,1.265
616,0.375307112,0.469542486,0.962359677,0.876706639,0.747959155,0.62143459,0.542619921,0,0.927417873,0.6254225,0.556678251,0.58408361,0.505802879,0.553291188,0.630355127,0.534408022,0.3348054,0.47862703,0.00013521,4.20E-05,0.000378851,0.000609949,0.019667192,0.017917893,0.001126891,0.020080816,0.024104549,0.019667192,1.265
617,0.289736174,0.511788165,0.942174968,0.749598153,0.759419846,0.966123199,0.984629605,0,0.860304655,0.642500562,0.406523547,0.576547289,0.63173777,0.456644971,0.593267754,0.466101719,0.370120513,0.53147498,0.000163869,1.73E-05,0.000551017,0.00066522,0.005563733,0.009991511,0.001107827,0.008685325,0.024253945,0.005563733,1.265
618,0.34977448,0.46624445,0.983052459,0.912076301,0.627948553,0.514862878,0.752591887,0,0.952488791,0.672816338,0.490874286,0.450734553,0.56200784,0.378579667,0.589427213,0.596664559,0.356083914,0.471596941,5.97E-05,6.22E-05,0.000529033,0.001017002,0.016410562,0.016790645,0.004133426,0.012080225,0.003901232,0.016410562,1.265
619,0.280648812,0.469750308,0.943503072,0.994563511,0.918471053,0.504377056,0.773619758,0,0.645549766,0.615067994,0.460313429,0.635255558,0.492283047,0.510785,0.711285656,0.355482042,0.436697495,0.512534865,8.92E-05,4.89E-05,0.000144628,0.001351775,0.016453493,0.010084009,0.004135133,0.008526789,0.013093447,0.016453493,1.265
620,0.29612352,0.559538345,0.91751445,0.897672116,0.642422855,0.619557556,0.778275853,0,0.728786036,0.698255029,0.540747342,0.716412698,0.555050038,0.559272642,0.565963631,0.530866585,0.388464012,0.567594337,6.73E-05,3.56E-05,0.00047826,0.001168904,0.003158066,0.021421437,0.001494017,0.007218717,0.024575927,0.003158066,1.265
621,0.394970481,0.772463182,0.966699413,0.729271881,0.692939205,0.736811706,0.621320476,0,0.872776008,0.820728706,0.476159264,0.724734601,0.575747366,0.602830802,0.621350588,0.466397133,0.42179991,0.497855751,6.41E-05,1.74E-05,0.000546406,0.001356019,0.015963379,0.013661556,0.001871986,0.015652197,0.019041998,0.015963379,1.265
622,0.396027545,0.598798655,0.994173948,0.745688295,0.662786587,0.725863508,0.415135163,0,0.895119532,0.736395494,0.51935029,0.677757365,0.640330166,0.541326808,0.573235464,0.62675743,0.361155273,0.542046582,7.34E-05,1.46E-05,0.000124013,0.000641739,0.021408654,0.011086468,0.002834016,0.007837806,0.01966513,0.021408654,1.265
623,0.3684416,0.515352713,0.912386808,0.726279442,0.997472985,0.809769714,0.320801043,0,0.664628807,0.597970754,0.499613802,0.47924854,0.622382881,0.318518841,0.524281704,0.607538446,0.420049949,0.538362778,8.40E-05,4.72E-05,0.000460083,0.000634442,0.019499856,0.009208718,0.005090317,0.014605234,0.008447437,0.019499856,1.265
624,0.380363665,0.597718011,0.908516733,0.985154769,0.719847575,0.540435533,0.862758962,0,0.716699758,0.70708436,0.502685426,0.574445362,0.450308384,0.694497965,0.605217164,0.457492994,0.53889904,0.442928608,0.000121746,4.56E-05,0.000225523,0.000386596,0.022967635,0.016789282,0.001466986,0.016142791,0.024415406,0.022967635,1.265
625,0.266611108,0.440281885,0.974072413,0.919843283,0.698315139,0.591166591,0.749950113,0,0.506383867,0.797996182,0.485353525,0.445428788,0.602306466,0.663071511,0.660462687,0.609086594,0.530055231,0.482273102,4.08E-05,5.51E-05,0.000334722,0.000768263,0.030772814,0.008657768,0.003116106,0.017044593,0.024032161,0.030772814,1.265
626,0.317638253,0.484329534,0.937568302,0.794501199,0.874500597,0.78907318,0.405963614,0,0.85935099,0.72460089,0.522016262,0.68615689,0.610901966,0.429555287,0.568219379,0.615705677,0.404392415,0.500297372,0.000137427,4.04E-05,0.000643464,0.000554656,0.010035633,0.016303977,0.001470893,0.022639857,0.008230492,0.010035633,1.265
627,0.592962335,0.570645076,0.989108275,0.880224367,0.946290488,0.656028846,0.305261633,0,0.472288467,0.661424112,0.498224337,0.70045146,0.44815303,0.598968433,0.618392,0.599692706,0.515836436,0.456307811,0.000108329,5.11E-05,0.000135909,0.000498372,0.02413924,0.010269737,0.00180852,0.018808756,0.018726614,0.02413924,1.265
628,0.406447168,0.510436714,0.90321684,0.86970842,0.887003454,0.951528321,0.809525465,0,0.678966194,0.579102691,0.467131012,0.486473955,0.484742899,0.377424591,0.537231561,0.472837329,0.44048655,0.487923041,5.83E-05,1.91E-05,0.000382759,0.000641333,0.023823974,0.012520726,0.003039707,0.002019554,0.025363876,0.023823974,1.265
